2026-06-20 19:39:19	19	5.00	7.60	29.20	64.50
2026-06-20 19:39:25	19	5.10	7.50	29.20	66.90
2026-06-20 19:39:30	19	5.20	7.60	29.20	66.90
2026-06-20 19:39:35	19	5.10	8.40	29.20	67.00
2026-06-20 19:39:41	19	5.10	7.90	29.20	66.80
2026-06-20 19:39:46	19	5.00	7.70	29.20	66.50
2026-06-20 19:42:04	19	4.90	6.70	29.20	65.90
2026-06-20 19:42:09	19	4.90	6.70	28.00	64.30
2026-06-20 19:42:14	19	4.80	6.90	28.00	64.30
2026-06-20 19:42:20	19	4.80	8.10	27.90	64.30
2026-06-20 19:42:45	19	4.90	6.20	27.90	64.40
2026-06-20 19:43:01	19	4.50	5.30	27.40	65.70
2026-06-20 19:43:06	19	4.40	5.30	27.40	65.70
2026-06-20 19:43:12	19	4.40	5.60	27.40	66.20
2026-06-20 19:43:17	19	4.50	6.10	27.50	65.60
